街道ID,平均行程车速（km/h）,时间,时间片（一个时间片为5分钟）,交通指数,通过样本总行程时间(s),通过样本总行驶长度(m)
66,5.3E+001,"	2018-03-01 00:00:00.000000",5,2.0E+000,1.0163E+004,1.49011E+005
65,3.3E+001,"	2018-03-01 00:00:00.000000",5,2.0E+000,3.2E+002,2.938E+003
64,3.5E+001,"	2018-03-01 00:00:00.000000",5,2.0E+000,2.099E+003,2.0162E+004
63,6.3E+001,"	2018-03-01 00:00:00.000000",5,1.0E+000,4.012E+003,7.0654E+004
62,5.4E+001,"	2018-03-01 00:00:00.000000",5,1.0E+000,5.471E+003,8.2399E+004
60,4.6E+001,"	2018-03-01 00:00:00.000000",5,0,1.389E+003,1.7899E+004
59,6.2E+001,"	2018-03-01 00:00:00.000000",5,1.0E+000,6.433E+003,1.10746E+005
58,5.9E+001,"	2018-03-01 00:00:00.000000",5,1.0E+000,4.57E+003,7.4697E+004
57,5.5E+001,"	2018-03-01 00:00:00.000000",5,1.0E+000,7.343E+003,1.12299E+005
56,5.5E+001,"	2018-03-01 00:00:00.000000",5,1.0E+000,4.816E+003,7.3593E+004
55,4.8E+001,"	2018-03-01 00:00:00.000000",5,1.0E+000,5.345E+003,7.1126E+004
54,3.3E+001,"	2018-03-01 00:00:00.000000",5,2.0E+000,3.207E+003,2.9712E+004
53,5.3E+001,"	2018-03-01 00:00:00.000000",5,1.0E+000,1.3236E+004,1.96576E+005
52,4.6E+001,"	2018-03-01 00:00:00.000000",5,2.0E+000,1.4609E+004,1.86453E+005
51,3.3E+001,"	2018-03-01 00:00:00.000000",5,2.0E+000,5.2128E+004,4.72681E+005
50,3.8E+001,"	2018-03-01 00:00:00.000000",5,1.0E+000,2.7207E+004,2.88126E+005
49,4.3E+001,"	2018-03-01 00:00:00.000000",5,1.0E+000,1.8892E+004,2.27577E+005
48,4.1E+001,"	2018-03-01 00:00:00.000000",5,2.0E+000,3.6768E+004,4.15929E+005
47,4.0E+001,"	2018-03-01 00:00:00.000000",5,1.0E+000,1.9859E+004,2.18561E+005
46,5.2E+001,"	2018-03-01 00:00:00.000000",5,1.0E+000,5.178E+003,7.4198E+004
45,4.6E+001,"	2018-03-01 00:00:00.000000",5,2.0E+000,2.0463E+004,2.62755E+005
44,4.6E+001,"	2018-03-01 00:00:00.000000",5,3.0E+000,3.994E+003,5.0635E+004
43,4.7E+001,"	2018-03-01 00:00:00.000000",5,1.0E+000,1.4593E+004,1.90423E+005
42,4.0E+001,"	2018-03-01 00:00:00.000000",5,1.0E+000,6.697E+003,7.3919E+004
41,3.0E+001,"	2018-03-01 00:00:00.000000",5,2.0E+000,1.066E+004,8.9104E+004
40,4.8E+001,"	2018-03-01 00:00:00.000000",5,0,4.1025E+004,5.49612E+005
11,5.2E+001,"	2018-03-01 00:00:00.000000",5,0,1.6864E+004,2.44376E+005
10,3.8E+001,"	2018-03-01 00:00:00.000000",5,1.0E+000,1.6937E+004,1.802E+005
39,4.2E+001,"	2018-03-01 00:00:00.000000",5,1.0E+000,4.6559E+004,5.49516E+005
38,5.0E+001,"	2018-03-01 00:00:00.000000",5,1.0E+000,2.1522E+004,3.00146E+005
37,6.1E+001,"	2018-03-01 00:00:00.000000",5,0,1.3496E+004,2.2824E+005
36,5.3E+001,"	2018-03-01 00:00:00.000000",5,0,2.0617E+004,3.05173E+005
35,4.6E+001,"	2018-03-01 00:00:00.000000",5,1.0E+000,1.3981E+004,1.79501E+005
34,5.9E+001,"	2018-03-01 00:00:00.000000",5,1.0E+000,1.2632E+004,2.07934E+005
33,4.7E+001,"	2018-03-01 00:00:00.000000",5,1.0E+000,5.386E+003,7.0284E+004
32,4.0E+001,"	2018-03-01 00:00:00.000000",5,0,1.939E+003,2.1406E+004
31,5.5E+001,"	2018-03-01 00:00:00.000000",5,2.0E+000,2.993E+003,4.5636E+004
30,3.7E+001,"	2018-03-01 00:00:00.000000",5,1.0E+000,1.089E+003,1.1162E+004
39,4.2E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,4.6894E+004,5.41998E+005
38,5.1E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,2.2325E+004,3.18173E+005
37,5.7E+001,"	2018-03-01 00:00:00.000000",4,0,1.6599E+004,2.63978E+005
36,5.4E+001,"	2018-03-01 00:00:00.000000",4,0,2.0591E+004,3.10251E+005
35,4.5E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,1.4639E+004,1.82235E+005
34,5.8E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,1.1912E+004,1.92021E+005
33,4.4E+001,"	2018-03-01 00:00:00.000000",4,2.0E+000,6.098E+003,7.5026E+004
32,3.1E+001,"	2018-03-01 00:00:00.000000",4,2.0E+000,3.763E+003,3.1939E+004
31,5.6E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,1.276E+003,1.9746E+004
30,4.3E+001,"	2018-03-01 00:00:00.000000",4,0,1.433E+003,1.7287E+004
29,5.5E+001,"	2018-03-01 00:00:00.000000",4,0,3.988E+003,6.0686E+004
28,5.6E+001,"	2018-03-01 00:00:00.000000",4,0,2.8845E+004,4.45164E+005
27,3.0E+001,"	2018-03-01 00:00:00.000000",4,2.0E+000,2.293E+004,1.88239E+005
26,3.3E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,6.788E+003,6.2045E+004
25,3.3E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,1.2621E+004,1.15891E+005
24,4.4E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,4.4415E+004,5.37361E+005
23,4.6E+001,"	2018-03-01 00:00:00.000000",4,0,4.3613E+004,5.58266E+005
22,4.9E+001,"	2018-03-01 00:00:00.000000",4,0,3.0373E+004,4.15226E+005
19,3.1E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,2.4945E+004,2.17365E+005
18,4.0E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,1.8515E+004,2.04883E+005
17,3.4E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,3.1775E+004,2.98613E+005
16,4.8E+001,"	2018-03-01 00:00:00.000000",4,0,9.4E+003,1.25504E+005
15,5.0E+001,"	2018-03-01 00:00:00.000000",4,0,2.0106E+004,2.77828E+005
14,4.0E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,3.2741E+004,3.6549E+005
13,3.2E+001,"	2018-03-01 00:00:00.000000",4,2.0E+000,4.9502E+004,4.33634E+005
12,4.0E+001,"	2018-03-01 00:00:00.000000",4,0,9.788E+003,1.07767E+005
11,5.2E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,1.712E+004,2.47666E+005
10,4.1E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,1.9661E+004,2.22316E+005
9,4.2E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,1.7546E+004,2.05622E+005
8,2.9E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,1.4798E+004,1.20008E+005
7,5.2E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,3.4345E+004,4.9439E+005
6,4.2E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,3.5972E+004,4.16548E+005
5,5.4E+001,"	2018-03-01 00:00:00.000000",4,0,3.6069E+004,5.44125E+005
4,4.4E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,3.3573E+004,4.07183E+005
3,5.1E+001,"	2018-03-01 00:00:00.000000",4,0,7.134E+004,1.020222E+006
2,4.0E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,1.11077E+005,1.23224E+006
1,5.1E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,2.5755E+004,3.67151E+005
0,5.7E+001,"	2018-03-01 00:00:00.000000",4,2.0E+000,2.45E+002,3.867E+003
74,5.9E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,3.782E+003,6.1952E+004
73,3.8E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,3.69E+002,3.913E+003
72,2.3E+001,"	2018-03-01 00:00:00.000000",4,5.0E+000,1.63E+002,1.043E+003
71,4.3E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,5.6367E+004,6.66054E+005
70,4.8E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,2.1517E+004,2.88542E+005
69,4.3E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,8.176E+003,9.6836E+004
68,3.2E+001,"	2018-03-01 00:00:00.000000",4,2.0E+000,3.1366E+004,2.7924E+005
67,5.7E+001,"	2018-03-01 00:00:00.000000",4,2.0E+000,1.5247E+004,2.41617E+005
66,4.5E+001,"	2018-03-01 00:00:00.000000",4,2.0E+000,1.1371E+004,1.42539E+005
65,3.0E+001,"	2018-03-01 00:00:00.000000",4,2.0E+000,1.082E+003,9.136E+003
64,3.7E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,2.171E+003,2.2565E+004
63,5.2E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,3.681E+003,5.356E+004
62,6.0E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,5.71E+003,9.4849E+004
60,5.1E+001,"	2018-03-01 00:00:00.000000",4,0,1.335E+003,1.895E+004
59,6.7E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,6.61E+003,1.23029E+005
58,5.1E+001,"	2018-03-01 00:00:00.000000",4,2.0E+000,5.513E+003,7.8169E+004
57,5.4E+001,"	2018-03-01 00:00:00.000000",4,2.0E+000,7.249E+003,1.09323E+005
56,5.0E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,6.317E+003,8.8484E+004
55,6.1E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,6.514E+003,1.10418E+005
54,3.2E+001,"	2018-03-01 00:00:00.000000",4,2.0E+000,2.581E+003,2.2739E+004
53,5.3E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,1.5788E+004,2.34209E+005
52,4.7E+001,"	2018-03-01 00:00:00.000000",4,2.0E+000,1.573E+004,2.04905E+005
51,3.4E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,5.2971E+004,5.05085E+005
50,3.9E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,2.7103E+004,2.9319E+005
21,5.5E+001,"	2018-03-01 00:00:00.000000",4,0,5.1767E+004,7.88627E+005
20,4.5E+001,"	2018-03-01 00:00:00.000000",4,0,1.9545E+004,2.4163E+005
49,4.1E+001,"	2018-03-01 00:00:00.000000",4,2.0E+000,1.7714E+004,2.0072E+005
48,4.1E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,3.8331E+004,4.4027E+005
47,4.2E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,2.0673E+004,2.3871E+005
46,5.3E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,5.989E+003,8.8916E+004
45,5.3E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,2.1159E+004,3.0951E+005
44,5.0E+001,"	2018-03-01 00:00:00.000000",4,2.0E+000,6.053E+003,8.4643E+004
43,4.5E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,1.3516E+004,1.68714E+005
42,3.6E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,8.365E+003,8.2582E+004
41,3.3E+001,"	2018-03-01 00:00:00.000000",4,2.0E+000,8.428E+003,7.7514E+004
40,4.8E+001,"	2018-03-01 00:00:00.000000",4,1.0E+000,3.912E+004,5.2198E+005
63,5.1E+001,"	2018-03-01 00:00:00.000000",3,2.0E+000,4.667E+003,6.5882E+004
62,6.4E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,6.732E+003,1.19709E+005
61,4.9E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,2.2E+001,3.08E+002
60,4.7E+001,"	2018-03-01 00:00:00.000000",3,0,1.376E+003,1.7977E+004
59,7.7E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,8.08E+003,1.7199E+005
58,5.1E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,5.277E+003,7.5267E+004
57,5.1E+001,"	2018-03-01 00:00:00.000000",3,2.0E+000,6.236E+003,8.7536E+004
56,5.1E+001,"	2018-03-01 00:00:00.000000",3,2.0E+000,5.488E+003,7.8004E+004
55,5.4E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,4.99E+003,7.5495E+004
54,3.3E+001,"	2018-03-01 00:00:00.000000",3,2.0E+000,3.964E+003,3.6414E+004
53,5.3E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,1.5616E+004,2.27888E+005
21,5.4E+001,"	2018-03-01 00:00:00.000000",3,0,4.7768E+004,7.1836E+005
20,4.2E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,1.7377E+004,2.04357E+005
19,3.1E+001,"	2018-03-01 00:00:00.000000",3,2.0E+000,2.2849E+004,1.96754E+005
18,4.1E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,1.7341E+004,1.95698E+005
17,3.4E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,3.1214E+004,2.92507E+005
16,4.6E+001,"	2018-03-01 00:00:00.000000",3,0,1.3769E+004,1.75753E+005
15,4.8E+001,"	2018-03-01 00:00:00.000000",3,0,2.1996E+004,2.95407E+005
14,3.9E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,3.8576E+004,4.19838E+005
13,3.1E+001,"	2018-03-01 00:00:00.000000",3,2.0E+000,4.6575E+004,4.03772E+005
12,4.5E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,8.084E+003,1.0028E+005
11,5.3E+001,"	2018-03-01 00:00:00.000000",3,0,1.6358E+004,2.40211E+005
10,4.0E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,1.918E+004,2.11656E+005
9,4.1E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,1.8396E+004,2.08481E+005
8,2.8E+001,"	2018-03-01 00:00:00.000000",3,2.0E+000,1.5628E+004,1.19993E+005
7,5.5E+001,"	2018-03-01 00:00:00.000000",3,0,3.4451E+004,5.22936E+005
6,4.3E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,2.855E+004,3.40819E+005
5,5.4E+001,"	2018-03-01 00:00:00.000000",3,0,4.1993E+004,6.27506E+005
4,4.2E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,3.8844E+004,4.58017E+005
3,5.1E+001,"	2018-03-01 00:00:00.000000",3,0,6.7004E+004,9.43418E+005
2,4.1E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,1.06293E+005,1.200716E+006
1,4.8E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,2.8231E+004,3.74535E+005
0,6.2E+001,"	2018-03-01 00:00:00.000000",3,0,2.46E+002,4.226E+003
52,4.4E+001,"	2018-03-01 00:00:00.000000",3,2.0E+000,1.6177E+004,1.95589E+005
51,3.2E+001,"	2018-03-01 00:00:00.000000",3,2.0E+000,5.2467E+004,4.64783E+005
50,3.8E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,2.4518E+004,2.57554E+005
49,4.0E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,1.7633E+004,1.9684E+005
48,3.9E+001,"	2018-03-01 00:00:00.000000",3,2.0E+000,4.1212E+004,4.4783E+005
47,4.1E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,2.2838E+004,2.59184E+005
46,5.0E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,5.782E+003,8.0186E+004
45,4.6E+001,"	2018-03-01 00:00:00.000000",3,2.0E+000,1.8982E+004,2.43846E+005
44,5.6E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,6.297E+003,9.8554E+004
43,4.5E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,1.5887E+004,2.00299E+005
42,3.4E+001,"	2018-03-01 00:00:00.000000",3,2.0E+000,9.809E+003,9.2877E+004
41,3.0E+001,"	2018-03-01 00:00:00.000000",3,3.0E+000,8.554E+003,7.1711E+004
40,4.9E+001,"	2018-03-01 00:00:00.000000",3,0,4.0371E+004,5.50636E+005
39,4.0E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,4.9019E+004,5.42972E+005
38,5.3E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,2.2438E+004,3.27445E+005
37,5.8E+001,"	2018-03-01 00:00:00.000000",3,0,1.4305E+004,2.29177E+005
36,5.7E+001,"	2018-03-01 00:00:00.000000",3,0,1.869E+004,2.95988E+005
35,4.7E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,1.295E+004,1.6935E+005
34,5.8E+001,"	2018-03-01 00:00:00.000000",3,0,1.2089E+004,1.9597E+005
33,4.7E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,6.507E+003,8.4843E+004
32,3.9E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,3.336E+003,3.6389E+004
31,4.5E+001,"	2018-03-01 00:00:00.000000",3,2.0E+000,1.48E+003,1.847E+004
30,4.0E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,2.772E+003,3.0945E+004
29,5.2E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,2.872E+003,4.1781E+004
28,5.5E+001,"	2018-03-01 00:00:00.000000",3,0,3.1672E+004,4.83692E+005
27,3.0E+001,"	2018-03-01 00:00:00.000000",3,2.0E+000,2.4621E+004,2.0374E+005
26,3.0E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,8.26E+003,6.863E+004
25,3.1E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,1.3487E+004,1.16487E+005
24,4.4E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,3.979E+004,4.87734E+005
23,4.5E+001,"	2018-03-01 00:00:00.000000",3,0,4.56E+004,5.72757E+005
22,5.0E+001,"	2018-03-01 00:00:00.000000",3,0,3.1409E+004,4.39609E+005
74,7.3E+001,"	2018-03-01 00:00:00.000000",3,0,3.26E+003,6.6065E+004
73,7.2E+001,"	2018-03-01 00:00:00.000000",3,0,4.71E+002,9.386E+003
71,4.3E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,6.0696E+004,7.28413E+005
70,4.5E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,1.989E+004,2.47694E+005
69,4.0E+001,"	2018-03-01 00:00:00.000000",3,2.0E+000,9.079E+003,1.00023E+005
68,3.1E+001,"	2018-03-01 00:00:00.000000",3,2.0E+000,3.4472E+004,2.99602E+005
67,5.7E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,1.7938E+004,2.86514E+005
66,5.4E+001,"	2018-03-01 00:00:00.000000",3,1.0E+000,1.2836E+004,1.93051E+005
65,4.0E+001,"	2018-03-01 00:00:00.000000",3,2.0E+000,3.18E+002,3.498E+003
64,3.3E+001,"	2018-03-01 00:00:00.000000",3,2.0E+000,2.437E+003,2.2374E+004
65,3.1E+001,"	2018-03-01 00:00:00.000000",2,2.0E+000,5.94E+002,5.168E+003
64,3.0E+001,"	2018-03-01 00:00:00.000000",2,3.0E+000,2.233E+003,1.866E+004
32,4.5E+001,"	2018-03-01 00:00:00.000000",2,0,2.834E+003,3.5486E+004
31,4.0E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,1.327E+003,1.4647E+004
30,4.3E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,2.0E+003,2.388E+004
29,5.2E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,4.45E+003,6.405E+004
28,5.3E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,3.1537E+004,4.63013E+005
27,2.9E+001,"	2018-03-01 00:00:00.000000",2,2.0E+000,2.2552E+004,1.78821E+005
26,3.2E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,7.539E+003,6.6374E+004
25,3.1E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,1.3187E+004,1.11954E+005
24,4.7E+001,"	2018-03-01 00:00:00.000000",2,0,3.8991E+004,5.04674E+005
23,4.5E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,4.4031E+004,5.44532E+005
22,4.9E+001,"	2018-03-01 00:00:00.000000",2,0,2.9577E+004,4.02423E+005
21,5.2E+001,"	2018-03-01 00:00:00.000000",2,0,5.2288E+004,7.51125E+005
20,4.4E+001,"	2018-03-01 00:00:00.000000",2,0,2.0979E+004,2.58786E+005
19,3.1E+001,"	2018-03-01 00:00:00.000000",2,2.0E+000,2.5818E+004,2.19205E+005
18,3.9E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,2.2787E+004,2.46839E+005
17,3.1E+001,"	2018-03-01 00:00:00.000000",2,2.0E+000,3.4578E+004,3.02541E+005
16,4.6E+001,"	2018-03-01 00:00:00.000000",2,0,1.0006E+004,1.27552E+005
15,4.8E+001,"	2018-03-01 00:00:00.000000",2,0,2.0273E+004,2.71051E+005
14,4.1E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,3.7541E+004,4.27338E+005
13,3.2E+001,"	2018-03-01 00:00:00.000000",2,2.0E+000,4.8754E+004,4.39544E+005
12,3.7E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,7.931E+003,8.051E+004
11,5.2E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,1.8197E+004,2.61436E+005
10,3.9E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,1.7951E+004,1.9522E+005
9,4.2E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,1.5285E+004,1.78611E+005
8,2.9E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,1.4232E+004,1.14235E+005
7,5.4E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,3.2442E+004,4.89982E+005
6,4.7E+001,"	2018-03-01 00:00:00.000000",2,0,2.8603E+004,3.6963E+005
5,5.4E+001,"	2018-03-01 00:00:00.000000",2,0,4.2039E+004,6.34076E+005
4,4.3E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,3.8593E+004,4.61281E+005
3,4.9E+001,"	2018-03-01 00:00:00.000000",2,0,6.5211E+004,8.94533E+005
74,7.0E+001,"	2018-03-01 00:00:00.000000",2,0,2.837E+003,5.4863E+004
63,6.4E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,4.32E+003,7.7064E+004
62,5.8E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,6.271E+003,1.0017E+005
61,4.5E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,3.7E+002,4.621E+003
60,4.2E+001,"	2018-03-01 00:00:00.000000",2,2.0E+000,1.257E+003,1.456E+004
59,7.2E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,8.162E+003,1.63466E+005
58,4.6E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,5.028E+003,6.3939E+004
57,4.6E+001,"	2018-03-01 00:00:00.000000",2,2.0E+000,7.396E+003,9.4294E+004
56,4.7E+001,"	2018-03-01 00:00:00.000000",2,2.0E+000,6.43E+003,8.4763E+004
55,5.4E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,5.573E+003,8.2939E+004
54,4.0E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,2.996E+003,3.3691E+004
53,5.1E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,1.8476E+004,2.61647E+005
52,4.3E+001,"	2018-03-01 00:00:00.000000",2,2.0E+000,1.6624E+004,1.97568E+005
51,3.0E+001,"	2018-03-01 00:00:00.000000",2,2.0E+000,5.2288E+004,4.29729E+005
50,3.5E+001,"	2018-03-01 00:00:00.000000",2,2.0E+000,2.965E+004,2.86621E+005
49,4.2E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,1.7125E+004,2.0159E+005
48,4.1E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,3.9785E+004,4.55939E+005
47,3.5E+001,"	2018-03-01 00:00:00.000000",2,2.0E+000,2.368E+004,2.32916E+005
46,4.9E+001,"	2018-03-01 00:00:00.000000",2,0,4.922E+003,6.6531E+004
45,4.7E+001,"	2018-03-01 00:00:00.000000",2,2.0E+000,2.0386E+004,2.65286E+005
44,5.3E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,5.753E+003,8.5355E+004
43,4.4E+001,"	2018-03-01 00:00:00.000000",2,2.0E+000,1.4057E+004,1.70875E+005
42,3.5E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,7.653E+003,7.5146E+004
41,3.2E+001,"	2018-03-01 00:00:00.000000",2,2.0E+000,9.579E+003,8.5148E+004
40,4.9E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,4.2031E+004,5.71922E+005
39,3.9E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,4.9814E+004,5.37094E+005
38,5.2E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,2.7379E+004,3.95967E+005
37,5.5E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,1.386E+004,2.1205E+005
36,5.5E+001,"	2018-03-01 00:00:00.000000",2,0,2.0307E+004,3.0775E+005
35,4.9E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,1.6865E+004,2.31157E+005
34,6.1E+001,"	2018-03-01 00:00:00.000000",2,0,1.3724E+004,2.32506E+005
33,4.7E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,6.619E+003,8.5613E+004
2,4.0E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,1.02723E+005,1.154876E+006
1,4.8E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,2.7673E+004,3.65652E+005
0,6.4E+001,"	2018-03-01 00:00:00.000000",2,0,2.77E+002,4.928E+003
73,4.1E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,6.73E+002,7.614E+003
72,5.2E+001,"	2018-03-01 00:00:00.000000",2,0,2.1E+002,3.048E+003
71,4.3E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,5.5929E+004,6.63846E+005
70,4.2E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,2.0046E+004,2.35967E+005
69,4.2E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,8.093E+003,9.4075E+004
68,3.3E+001,"	2018-03-01 00:00:00.000000",2,2.0E+000,2.9891E+004,2.7586E+005
67,5.3E+001,"	2018-03-01 00:00:00.000000",2,1.0E+000,1.5806E+004,2.30954E+005
66,4.1E+001,"	2018-03-01 00:00:00.000000",2,2.0E+000,1.0716E+004,1.22726E+005
8,2.8E+001,"	2018-03-01 00:00:00.000000",1,2.0E+000,1.3405E+004,1.02914E+005
7,5.1E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,3.3259E+004,4.71028E+005
6,4.6E+001,"	2018-03-01 00:00:00.000000",1,0,2.7689E+004,3.53616E+005
5,5.5E+001,"	2018-03-01 00:00:00.000000",1,0,3.4434E+004,5.29637E+005
4,4.2E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,3.8866E+004,4.53405E+005
3,4.9E+001,"	2018-03-01 00:00:00.000000",1,0,6.1788E+004,8.34848E+005
2,4.1E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,1.04264E+005,1.176762E+006
1,4.9E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,2.7247E+004,3.6987E+005
0,6.1E+001,"	2018-03-01 00:00:00.000000",1,0,2.77E+002,4.696E+003
43,4.5E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,1.4291E+004,1.77377E+005
42,3.3E+001,"	2018-03-01 00:00:00.000000",1,2.0E+000,8.347E+003,7.7674E+004
41,2.8E+001,"	2018-03-01 00:00:00.000000",1,3.0E+000,9.549E+003,7.5159E+004
40,4.7E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,4.3847E+004,5.70285E+005
39,3.9E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,5.1244E+004,5.57355E+005
38,5.0E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,2.5684E+004,3.55708E+005
