街道ID,平均行程车速（km/h）,时间,时间片（一个时间片为5分钟）,交通指数,通过样本总行程时间(s),通过样本总行驶长度(m)
37,5.5E+001,"	2018-03-01 00:00:00.000000",1,0,1.4769E+004,2.25207E+005
36,5.5E+001,"	2018-03-01 00:00:00.000000",1,0,2.1637E+004,3.28556E+005
35,4.5E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,1.4818E+004,1.87259E+005
34,5.9E+001,"	2018-03-01 00:00:00.000000",1,0,1.6952E+004,2.7668E+005
33,5.2E+001,"	2018-03-01 00:00:00.000000",1,2.0E+000,5.05E+003,7.2934E+004
32,3.6E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,4.363E+003,4.4223E+004
31,4.8E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,1.373E+003,1.8234E+004
30,3.6E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,1.766E+003,1.7639E+004
29,5.5E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,3.677E+003,5.5735E+004
28,5.3E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,2.947E+004,4.30531E+005
27,3.2E+001,"	2018-03-01 00:00:00.000000",1,2.0E+000,2.5015E+004,2.23325E+005
26,3.1E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,6.319E+003,5.4913E+004
25,3.0E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,1.3842E+004,1.14755E+005
24,4.3E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,3.6888E+004,4.43695E+005
23,4.4E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,4.0731E+004,4.95905E+005
22,4.8E+001,"	2018-03-01 00:00:00.000000",1,0,3.0852E+004,4.108E+005
21,5.2E+001,"	2018-03-01 00:00:00.000000",1,0,4.4033E+004,6.31819E+005
20,4.4E+001,"	2018-03-01 00:00:00.000000",1,0,2.0639E+004,2.52461E+005
74,6.4E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,1.407E+003,2.502E+004
73,3.8E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,1.2E+003,1.2595E+004
72,5.4E+001,"	2018-03-01 00:00:00.000000",1,0,1.69E+002,2.531E+003
71,4.2E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,6.2591E+004,7.36293E+005
70,4.4E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,2.4598E+004,3.02992E+005
69,4.1E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,7.071E+003,7.974E+004
68,3.3E+001,"	2018-03-01 00:00:00.000000",1,2.0E+000,3.1756E+004,2.92864E+005
67,5.1E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,1.6809E+004,2.39036E+005
66,4.5E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,9.816E+003,1.22924E+005
65,3.1E+001,"	2018-03-01 00:00:00.000000",1,3.0E+000,1.095E+003,9.483E+003
64,3.4E+001,"	2018-03-01 00:00:00.000000",1,2.0E+000,2.396E+003,2.2689E+004
63,4.3E+001,"	2018-03-01 00:00:00.000000",1,2.0E+000,4.4E+003,5.2855E+004
62,4.8E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,4.22E+003,5.6081E+004
61,4.0E+001,"	2018-03-01 00:00:00.000000",1,2.0E+000,1.97E+002,2.168E+003
60,4.0E+001,"	2018-03-01 00:00:00.000000",1,2.0E+000,1.697E+003,1.8737E+004
59,6.6E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,6.84E+003,1.24961E+005
58,5.3E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,7.545E+003,1.10164E+005
57,5.6E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,9.038E+003,1.41247E+005
56,4.9E+001,"	2018-03-01 00:00:00.000000",1,2.0E+000,5.969E+003,8.1873E+004
55,6.2E+001,"	2018-03-01 00:00:00.000000",1,0,4.435E+003,7.6343E+004
54,3.1E+001,"	2018-03-01 00:00:00.000000",1,2.0E+000,1.963E+003,1.7101E+004
53,5.0E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,1.7163E+004,2.39377E+005
52,4.0E+001,"	2018-03-01 00:00:00.000000",1,3.0E+000,1.7096E+004,1.91325E+005
51,3.1E+001,"	2018-03-01 00:00:00.000000",1,2.0E+000,5.8354E+004,5.09355E+005
50,3.8E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,2.6836E+004,2.83969E+005
49,4.2E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,1.6732E+004,1.97294E+005
48,4.2E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,3.9161E+004,4.5407E+005
47,3.8E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,2.6382E+004,2.77039E+005
46,5.2E+001,"	2018-03-01 00:00:00.000000",1,0,5.09E+003,7.4169E+004
45,4.8E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,2.162E+004,2.90038E+005
44,5.7E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,4.688E+003,7.4232E+004
19,3.3E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,2.3188E+004,2.13255E+005
18,3.9E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,2.1456E+004,2.3177E+005
17,3.2E+001,"	2018-03-01 00:00:00.000000",1,2.0E+000,3.405E+004,3.01284E+005
16,4.7E+001,"	2018-03-01 00:00:00.000000",1,0,9.397E+003,1.21953E+005
15,4.6E+001,"	2018-03-01 00:00:00.000000",1,0,2.075E+004,2.65642E+005
14,4.0E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,3.6504E+004,4.08334E+005
13,3.1E+001,"	2018-03-01 00:00:00.000000",1,2.0E+000,5.1238E+004,4.39819E+005
12,3.8E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,7.912E+003,8.3778E+004
11,5.4E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,1.7795E+004,2.65852E+005
10,3.9E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,1.6E+004,1.75569E+005
9,4.3E+001,"	2018-03-01 00:00:00.000000",1,1.0E+000,1.6044E+004,1.9329E+005
6,4.3E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,3.2162E+004,3.81555E+005
11,4.9E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,1.5623E+004,2.10758E+005
57,5.0E+001,"	2018-11-24 00:00:00.000000",288,2.0E+000,1.0313E+004,1.43228E+005
39,3.4E+001,"	2018-11-24 00:00:00.000000",288,2.0E+000,6.8595E+004,6.53021E+005
20,4.0E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,2.1664E+004,2.40453E+005
33,4.0E+001,"	2018-11-24 00:00:00.000000",288,2.0E+000,1.4199E+004,1.58309E+005
13,2.7E+001,"	2018-11-24 00:00:00.000000",288,4.0E+000,5.9455E+004,4.40738E+005
16,4.5E+001,"	2018-11-24 00:00:00.000000",288,0,1.067E+004,1.34491E+005
69,4.8E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,1.4789E+004,1.98808E+005
32,3.5E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,3.297E+003,3.2351E+004
8,2.5E+001,"	2018-11-24 00:00:00.000000",288,2.0E+000,1.6483E+004,1.14039E+005
36,5.3E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,4.4555E+004,6.55265E+005
5,4.9E+001,"	2018-11-24 00:00:00.000000",288,0,3.8491E+004,5.26554E+005
42,3.8E+001,"	2018-11-24 00:00:00.000000",288,2.0E+000,1.5802E+004,1.68895E+005
31,4.4E+001,"	2018-11-24 00:00:00.000000",288,2.0E+000,4.698E+003,5.765E+004
55,4.9E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,6.892E+003,9.4638E+004
62,5.2E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,7.149E+003,1.03896E+005
24,3.7E+001,"	2018-11-24 00:00:00.000000",288,2.0E+000,4.7537E+004,4.83319E+005
25,2.9E+001,"	2018-11-24 00:00:00.000000",288,2.0E+000,2.0022E+004,1.59237E+005
58,4.9E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,8.041E+003,1.08384E+005
49,4.7E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,2.8025E+004,3.68224E+005
28,5.2E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,4.1784E+004,6.02462E+005
70,4.0E+001,"	2018-11-24 00:00:00.000000",288,2.0E+000,2.9011E+004,3.19134E+005
54,4.5E+001,"	2018-11-24 00:00:00.000000",288,2.0E+000,6.012E+003,7.4807E+004
41,3.4E+001,"	2018-11-24 00:00:00.000000",288,3.0E+000,1.9204E+004,1.80952E+005
44,4.1E+001,"	2018-11-24 00:00:00.000000",288,2.0E+000,6.253E+003,7.0739E+004
35,4.3E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,2.0922E+004,2.49565E+005
40,4.1E+001,"	2018-11-24 00:00:00.000000",288,2.0E+000,5.4824E+004,6.23135E+005
74,6.3E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,6.265E+003,1.09997E+005
43,4.5E+001,"	2018-11-24 00:00:00.000000",288,2.0E+000,1.9471E+004,2.4214E+005
67,5.5E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,3.2012E+004,4.88131E+005
22,4.3E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,3.3768E+004,4.06748E+005
38,5.2E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,3.6657E+004,5.25649E+005
71,3.9E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,8.4238E+004,9.06215E+005
9,3.8E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,1.9952E+004,2.11819E+005
47,4.2E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,2.7437E+004,3.18151E+005
14,3.8E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,4.4031E+004,4.6867E+005
45,4.4E+001,"	2018-11-24 00:00:00.000000",288,2.0E+000,2.2608E+004,2.79301E+005
63,4.1E+001,"	2018-11-24 00:00:00.000000",288,2.0E+000,6.14E+003,7.0167E+004
7,4.3E+001,"	2018-11-24 00:00:00.000000",288,2.0E+000,4.5809E+004,5.49605E+005
52,4.5E+001,"	2018-11-24 00:00:00.000000",288,2.0E+000,2.0891E+004,2.63916E+005
17,2.8E+001,"	2018-11-24 00:00:00.000000",288,2.0E+000,4.1754E+004,3.27818E+005
19,2.6E+001,"	2018-11-24 00:00:00.000000",288,3.0E+000,3.3872E+004,2.48934E+005
59,5.7E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,9.441E+003,1.50579E+005
12,3.7E+001,"	2018-11-24 00:00:00.000000",288,1.0E+000,1.0248E+004,1.05739E+005
51,3.0E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,6.7478E+004,5.59919E+005
18,3.9E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,2.2235E+004,2.3917E+005
10,3.6E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,1.575E+004,1.59377E+005
21,4.8E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,4.9161E+004,6.53801E+005
65,2.5E+001,"	2018-11-24 00:00:00.000000",287,5.0E+000,1.914E+003,1.3034E+004
15,4.3E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,2.5133E+004,2.96781E+005
3,4.7E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,6.8752E+004,8.88583E+005
26,2.8E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,1.0171E+004,7.9471E+004
60,4.2E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,2.037E+003,2.3896E+004
61,3.3E+001,"	2018-11-24 00:00:00.000000",287,3.0E+000,9.74E+002,8.927E+003
27,2.9E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,3.0162E+004,2.39665E+005
34,4.8E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,2.0809E+004,2.77426E+005
66,4.6E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,1.9371E+004,2.50028E+005
29,4.7E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,7.839E+003,1.02633E+005
6,4.2E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,3.2575E+004,3.84426E+005
11,4.8E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,1.5826E+004,2.12701E+005
57,5.5E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,1.1278E+004,1.71221E+005
39,3.4E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,7.0244E+004,6.61199E+005
20,4.0E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,2.1604E+004,2.40565E+005
33,4.2E+001,"	2018-11-24 00:00:00.000000",287,3.0E+000,1.6455E+004,1.90598E+005
13,2.7E+001,"	2018-11-24 00:00:00.000000",287,4.0E+000,5.9561E+004,4.41566E+005
16,4.5E+001,"	2018-11-24 00:00:00.000000",287,0,1.1377E+004,1.424E+005
69,4.7E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,1.3808E+004,1.80463E+005
32,3.8E+001,"	2018-11-24 00:00:00.000000",287,0,3.671E+003,3.9135E+004
8,2.5E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,1.7049E+004,1.17164E+005
36,5.1E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,4.7731E+004,6.73074E+005
5,4.9E+001,"	2018-11-24 00:00:00.000000",287,0,3.8784E+004,5.24923E+005
42,4.3E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,1.7752E+004,2.09627E+005
31,5.2E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,5.736E+003,8.3111E+004
55,4.7E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,6.773E+003,8.7642E+004
62,5.4E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,7.782E+003,1.15991E+005
24,3.7E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,4.7188E+004,4.85102E+005
25,2.8E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,1.9554E+004,1.54132E+005
58,4.9E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,9.948E+003,1.3421E+005
49,4.5E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,2.6782E+004,3.35977E+005
28,5.2E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,4.1159E+004,5.93686E+005
70,4.1E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,2.9352E+004,3.31232E+005
54,4.2E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,6.647E+003,7.7667E+004
41,3.5E+001,"	2018-11-24 00:00:00.000000",287,3.0E+000,1.9041E+004,1.87162E+005
44,4.9E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,8.089E+003,1.09362E+005
35,4.3E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,2.2487E+004,2.68649E+005
40,3.9E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,5.7087E+004,6.12724E+005
74,5.7E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,4.487E+003,7.0942E+004
43,4.7E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,1.9555E+004,2.54113E+005
67,5.1E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,2.8745E+004,4.07052E+005
22,4.4E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,3.3416E+004,4.05004E+005
38,5.1E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,3.9789E+004,5.61188E+005
71,3.9E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,8.3938E+004,9.15852E+005
9,3.9E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,1.9606E+004,2.10141E+005
47,4.1E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,2.8441E+004,3.25025E+005
14,3.9E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,4.3903E+004,4.69626E+005
45,4.5E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,2.1706E+004,2.69198E+005
63,5.4E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,5.94E+003,8.9076E+004
7,4.3E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,4.6228E+004,5.51726E+005
52,4.5E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,2.4372E+004,3.01411E+005
17,2.8E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,4.2259E+004,3.29383E+005
19,2.7E+001,"	2018-11-24 00:00:00.000000",287,3.0E+000,3.3695E+004,2.4833E+005
59,5.6E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,9.359E+003,1.45422E+005
12,3.8E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,1.0942E+004,1.15489E+005
53,5.2E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,2.1049E+004,3.01564E+005
64,2.9E+001,"	2018-11-24 00:00:00.000000",287,3.0E+000,5.659E+003,4.5401E+004
48,3.6E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,5.7201E+004,5.77418E+005
50,3.4E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,4.5416E+004,4.29973E+005
37,5.2E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,2.4807E+004,3.5638E+005
56,4.9E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,1.2335E+004,1.68869E+005
68,2.9E+001,"	2018-11-24 00:00:00.000000",287,3.0E+000,4.7095E+004,3.75282E+005
2,3.4E+001,"	2018-11-24 00:00:00.000000",287,2.0E+000,1.27238E+005,1.196991E+006
73,4.7E+001,"	2018-11-24 00:00:00.000000",287,0,2.429E+003,3.1669E+004
1,4.6E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,3.4235E+004,4.37816E+005
46,5.6E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,1.1147E+004,1.73705E+005
23,4.2E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,4.9338E+004,5.77004E+005
72,4.3E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,6.2E+002,7.391E+003
4,3.8E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,3.6192E+004,3.81994E+005
30,4.1E+001,"	2018-11-24 00:00:00.000000",287,1.0E+000,1.331E+003,1.516E+004
1,4.5E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,3.2256E+004,3.99078E+005
46,5.5E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,1.0068E+004,1.52753E+005
23,4.5E+001,"	2018-11-24 00:00:00.000000",286,0,5.3765E+004,6.64617E+005
72,4.8E+001,"	2018-11-24 00:00:00.000000",286,0,1.042E+003,1.3757E+004
4,3.9E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,3.8832E+004,4.18153E+005
30,4.1E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,2.09E+003,2.3622E+004
51,2.9E+001,"	2018-11-24 00:00:00.000000",286,3.0E+000,6.2533E+004,5.08253E+005
18,3.7E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,2.4428E+004,2.53481E+005
10,3.6E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,2.0349E+004,2.01453E+005
21,5.1E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,5.3839E+004,7.68952E+005
65,3.4E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,1.752E+003,1.6608E+004
15,4.2E+001,"	2018-11-24 00:00:00.000000",286,0,2.4349E+004,2.84757E+005
3,4.6E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,7.7805E+004,9.89387E+005
26,2.9E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,9.625E+003,7.7228E+004
60,4.0E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,2.338E+003,2.6152E+004
61,5.2E+001,"	2018-11-24 00:00:00.000000",286,0,1.098E+003,1.5895E+004
27,2.8E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,3.1327E+004,2.41477E+005
34,5.1E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,2.3027E+004,3.23769E+005
29,4.9E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,8.135E+003,1.11813E+005
6,4.2E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,2.8613E+004,3.31853E+005
11,4.6E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,1.6355E+004,2.07769E+005
57,5.3E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,1.1222E+004,1.64319E+005
39,3.5E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,6.9393E+004,6.66461E+005
20,3.9E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,2.2818E+004,2.47751E+005
33,4.0E+001,"	2018-11-24 00:00:00.000000",286,3.0E+000,1.4301E+004,1.57522E+005
13,2.6E+001,"	2018-11-24 00:00:00.000000",286,4.0E+000,6.4231E+004,4.67754E+005
16,4.5E+001,"	2018-11-24 00:00:00.000000",286,0,1.2973E+004,1.63692E+005
32,3.7E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,4.072E+003,4.1411E+004
8,2.5E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,1.5316E+004,1.06307E+005
36,5.1E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,4.3707E+004,6.24E+005
5,4.7E+001,"	2018-11-24 00:00:00.000000",286,0,4.301E+004,5.65298E+005
42,4.3E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,1.9044E+004,2.29983E+005
31,3.8E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,3.557E+003,3.7933E+004
55,4.8E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,8.35E+003,1.11966E+005
24,3.9E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,4.5422E+004,4.89754E+005
25,3.0E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,2.1075E+004,1.73384E+005
58,4.6E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,8.955E+003,1.13986E+005
49,4.7E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,2.8881E+004,3.80597E+005
28,5.0E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,4.036E+004,5.64765E+005
54,4.2E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,5.232E+003,6.1467E+004
41,3.8E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,2.0958E+004,2.23324E+005
44,4.8E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,7.723E+003,1.0208E+005
74,6.0E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,6.032E+003,9.9715E+004
43,4.6E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,1.8107E+004,2.33135E+005
67,5.3E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,2.8561E+004,4.17185E+005
22,4.4E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,3.7543E+004,4.56502E+005
63,5.1E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,6.704E+003,9.4053E+004
7,4.3E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,4.438E+004,5.30439E+005
52,4.8E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,2.4475E+004,3.23946E+005
17,2.7E+001,"	2018-11-24 00:00:00.000000",286,3.0E+000,4.092E+004,3.05813E+005
73,4.0E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,2.643E+003,2.9457E+004
70,4.1E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,3.0807E+004,3.50245E+005
69,4.5E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,1.3776E+004,1.70517E+005
66,4.8E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,2.2205E+004,2.97093E+005
64,3.3E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,4.372E+003,3.9774E+004
62,5.2E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,8.781E+003,1.26602E+005
35,4.8E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,2.1434E+004,2.86777E+005
40,3.9E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,6.0109E+004,6.46266E+005
38,4.7E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,4.1977E+004,5.52069E+005
71,3.8E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,8.4614E+004,8.98397E+005
9,3.7E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,1.8355E+004,1.8683E+005
47,3.8E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,2.9951E+004,3.18591E+005
14,3.7E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,4.1712E+004,4.27308E+005
45,4.0E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,2.4557E+004,2.74425E+005
53,4.7E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,2.3571E+004,3.09912E+005
48,3.4E+001,"	2018-11-24 00:00:00.000000",286,3.0E+000,6.1311E+004,5.73169E+005
50,3.3E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,5.0707E+004,4.71249E+005
37,5.0E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,2.3386E+004,3.26515E+005
19,2.5E+001,"	2018-11-24 00:00:00.000000",286,3.0E+000,3.7415E+004,2.55226E+005
59,6.0E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,1.0485E+004,1.74794E+005
12,3.7E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,1.2328E+004,1.25864E+005
56,5.3E+001,"	2018-11-24 00:00:00.000000",286,1.0E+000,1.315E+004,1.94678E+005
68,2.7E+001,"	2018-11-24 00:00:00.000000",286,3.0E+000,4.8651E+004,3.6921E+005
2,3.4E+001,"	2018-11-24 00:00:00.000000",286,2.0E+000,1.27528E+005,1.196822E+006
63,4.7E+001,"	2018-11-24 00:00:00.000000",285,2.0E+000,7.053E+003,9.1192E+004
7,4.4E+001,"	2018-11-24 00:00:00.000000",285,2.0E+000,4.2353E+004,5.15842E+005
52,4.9E+001,"	2018-11-24 00:00:00.000000",285,2.0E+000,2.9217E+004,3.96916E+005
17,2.8E+001,"	2018-11-24 00:00:00.000000",285,2.0E+000,4.2976E+004,3.33447E+005
19,2.6E+001,"	2018-11-24 00:00:00.000000",285,3.0E+000,3.6272E+004,2.60402E+005
59,6.0E+001,"	2018-11-24 00:00:00.000000",285,1.0E+000,9.371E+003,1.57369E+005
12,3.9E+001,"	2018-11-24 00:00:00.000000",285,1.0E+000,1.2374E+004,1.34647E+005
53,4.9E+001,"	2018-11-24 00:00:00.000000",285,2.0E+000,2.1547E+004,2.90936E+005
64,2.8E+001,"	2018-11-24 00:00:00.000000",285,4.0E+000,5.145E+003,4.0243E+004
48,3.8E+001,"	2018-11-24 00:00:00.000000",285,2.0E+000,6.1036E+004,6.44565E+005
50,3.3E+001,"	2018-11-24 00:00:00.000000",285,2.0E+000,4.8841E+004,4.46562E+005
37,5.3E+001,"	2018-11-24 00:00:00.000000",285,1.0E+000,2.4937E+004,3.68677E+005
56,4.5E+001,"	2018-11-24 00:00:00.000000",285,2.0E+000,1.126E+004,1.39655E+005
68,2.8E+001,"	2018-11-24 00:00:00.000000",285,3.0E+000,4.7758E+004,3.66424E+005
2,3.4E+001,"	2018-11-24 00:00:00.000000",285,2.0E+000,1.26193E+005,1.204583E+006
73,3.7E+001,"	2018-11-24 00:00:00.000000",285,2.0E+000,2.728E+003,2.8385E+004
1,4.7E+001,"	2018-11-24 00:00:00.000000",285,1.0E+000,2.9953E+004,3.91549E+005
46,5.2E+001,"	2018-11-24 00:00:00.000000",285,1.0E+000,1.1289E+004,1.6453E+005
23,4.2E+001,"	2018-11-24 00:00:00.000000",285,1.0E+000,5.2752E+004,6.1437E+005
